sentences1,sentences2,is_similar
Tương_tự giá USD tự_do giá USD niêm_yết tại các ngân_hàng thương_mại sáng nay cũng duy_trì xu_hướng giảm mạnh . ,Giá USD tự_do sáng nay bán ra ở mức 21.270 đồng/USD cao hơn 50-70 đồng/USD so với giá bán USD tại các ngân_hàng giá mua USD ở mức 21.230 đồng/USD . ,0
Báo_giá USD của Vietcombank lúc đầu giờ sáng còn 21.180 đồng ( mua vào ) và 21.230 đồng ( bán ra ) giảm 25 đồng so với hôm_qua . ,Giá USD tự_do sáng nay bán ra ở mức 21.270 đồng/USD cao hơn 50-70 đồng/USD so với giá bán USD tại các ngân_hàng giá mua USD ở mức 21.230 đồng/USD . ,0
Eximbank niêm_yết giá USD ở mức 21.130 đồng và 21.220 đồng giảm tương_ứng 50 đồng và 30 đồng so với sáng_qua . ,Giá USD tự_do sáng nay bán ra ở mức 21.270 đồng/USD cao hơn 50-70 đồng/USD so với giá bán USD tại các ngân_hàng giá mua USD ở mức 21.230 đồng/USD . ,0
Giá vàng giao ngay tại thị_trường châu Á lúc hơn 9h sáng nay giờ Việt_Nam đứng ở mức 1.3386 USD/oz tăng 23 USD/oz so với đóng_cửa đêm qua tại New_York . ,Tại thị_trường châu Á sáng nay giá vàng hưởng_ứng phiên Mỹ tiếp_tục tăng thêm gần 3 USD lên 1.338 USD/ounce tương_đương 3420 triệu đồng lượng . ,1
Ngay_lập_tức MU nhảy vào cuộc và ngỏ lời với Kroos nhưng việc đại_diện của Anh không_thể giành quyền tham_dự Champions_League đã không_thể gây được hứng_thú với tiền_vệ 24 tuổi này . ,Để có được chữ_ký của tiền_vệ này Los_Blancos đã phải bỏ ra 30 triệu euro cùng mức lương 175 ngàn euro tuần . ,0
Với việc Kroos chỉ còn một năm hợp_đồng và không chịu gia_hạn vì những khúc_mắc về tiền_lương_Bayern không còn cách nào khác ngoài việc bán_cầu_thủ này cho Real_Madrid . ,Một vị_trí còn_lại nghiễm_nhiên sẽ thuộc về Alonso bởi không ai có_thể vượt_qua cựu_tiền_vệ Liverpool về khả_năng đánh chặn và phát_động bóng . ,0
"Và cuối_cùng Los_Blancos cũng đã có được sự phục_vụ của Toni_Kroos khi anh ký vào một bản hợp_đồng có thời_hạn 5 năm với giá_trị chuyển_nhượng 23 triệu bảng một cái giá quá "" mềm "" so với màn trình_diễn xuất_sắc của tuyển_thủ Đức ở World_Cup vừa_rồi . ",Trong trường_hợp Real có được nốt mục_tiêu James_Rodriguez cuộc_chiến nơi tuyến giữa ở Bernabeu sẽ càng khủng_khiếp hơn và đến lúc đó ngay_cả Modric cũng sẽ phải ra_rìa . ,0
Tuy_nhiên Real cũng phải đáp_ứng một mức lương rất cao cho Kroos cụ_thể là 475 triệu bảng mùa mức lương mà anh đã đòi_hỏi ở Bayern . ,Để có được chữ_ký của tiền_vệ này Los_Blancos đã phải bỏ ra 30 triệu euro cùng mức lương 175 ngàn euro tuần . ,0
Hôm_nay tổng_giám_đốc của Bayern_Munich Karl-Heinz_Rummenigge cũng đã chính_thức xác_nhận thông_tin Kroos chuyển sang khoác áo Kền_kền trắng trong mùa giải tới : ,Bên cạnh đó Modric cũng đã có một mùa giải chói sáng cùng Real nên hẳn_nhiên sẽ được trọng_dụng . ,0
Để thua ván đầu_tiên nhưng tay vợt số_một Việt_Nam kịp_thời thắng ngược hai ván sau đó để loại Yu_Hsien_Lin trong trận_đấu tại vòng ba vừa kết_thúc tối 17/7 . ,Đã không có bất_ngờ nào xảy_ra trong trận_đấu giữa tay vợt số 1 Việt_Nam Nguyễn_Tiến_Minh và Sukamta_Evert người Indonesia trong trận_đấu vừa kết_thúc trưa nay ( 17/7 ) . ,1
Có chút bất_ngờ trước lối đánh của Yu_Hsien_Lin - đối_thủ chưa từng chạm_trán trước đây Nguyễn_Tiến_Minh gặp không ít khó_khăn trong ván đầu_tiên . ,Đã không có bất_ngờ nào xảy_ra trong trận_đấu giữa tay vợt số 1 Việt_Nam Nguyễn_Tiến_Minh và Sukamta_Evert người Indonesia trong trận_đấu vừa kết_thúc trưa nay ( 17/7 ) . ,0
Đôi bên giành_giật nhau từng điểm một và khi tỷ_số là 4-4 tay vợt số_một Việt_Nam để đối_thủ ăn_liền năm điểm . ,Hai tay vợt giành_giật từng điểm_số chỉ đến khi qua điểm 12-12 Tiến_Minh mới bứt lên bỏ xa đối_thủ . ,0
Khi tỷ_số đang là 7-4 hạt_giống số bốn của giải thực_hiện chuỗi ăn điểm dài nhất kể từ khi tham_dự giải Đài_Loan Mở_rộng năm nay tới 14 điểm để nhanh_chóng kết_thúc với thắng_lợi 21-4 . ,Tay vợt 23 tuổi Yu_Hsien_Lin vừa giành vé vào vòng 3 sau khi đánh_bại hạt_giống số 11 Dong_Keun_Lee sau 3 set đấu . ,0
Khi tỷ_số đang là 12-10 tay vợt Việt_Nam có những pha điều cầu khôn_ngoan ăn_liền năm điểm trước khi kết_thúc ván đấu với tỷ_số 21-12 . ,Đã không có bất_ngờ nào xảy_ra trong trận_đấu giữa tay vợt số 1 Việt_Nam Nguyễn_Tiến_Minh và Sukamta_Evert người Indonesia trong trận_đấu vừa kết_thúc trưa nay ( 17/7 ) . ,0
Đánh_bại Yu_Hsien_Lin sau 43 phút thi_đấu Tiến_Minh giành vé vào tứ_kết gặp Nan_Wei - hạt_giống số 10 của giải . ,Tay vợt 23 tuổi Yu_Hsien_Lin vừa giành vé vào vòng 3 sau khi đánh_bại hạt_giống số 11 Dong_Keun_Lee sau 3 set đấu . ,0
Cũng trong hôm_nay 17/7 Vũ_Thị_Trang thất_bại trước hạt_giống số tám của giải Ya_Ching_Hsu ở nội_dung đơn nữ với tỷ_số 0 - 2 ( 10-21 và 19-21 ) . ,Còn ở nội_dung đôi nữ Vũ_Thị_Trang và Nguyễn_Thị_Sen sẽ đối_đầu với hạt_giống số 2 là cặp đôi Jang_Ye_Na và Kim_So_Young . ,0
Sau đó trong nội_dung đánh đội Vũ_Thị_Trang và Nguyễn_Thị_Sen tiếp_tục thất_trận khi đụng_độ cặp đôi của Hàn_Quốc là Ye_Na_Jang và So_Young_Kim . ,Còn ở nội_dung đôi nữ Vũ_Thị_Trang và Nguyễn_Thị_Sen sẽ đối_đầu với hạt_giống số 2 là cặp đôi Jang_Ye_Na và Kim_So_Young . ,1
Theo một cuộc thăm_dò dư_luận do tờ Goal tiến_hành thì người hâm_mộ không quá kỳ_vọng về khả_năng HLV Louis_Van_Gaal có_thể mang về thành_công cho Man_Utd ngay trong năm đầu dẫn_dắt . ,Cuộc thăm_dò dư_luận trên tờ Goal cho_thấy giới hâm_mộ bóng_đá không quá ảo_tưởng về khả_năng HLV Louis_Van_Gaal gặt_hái thành_công ngay mùa đầu_tiên dẫn_dắt Man_Utd . ,1
Chỉ có 149% CĐV chọn khả_năng Van_Gaal giành chức vô_địch Ngoại_hạng Anh ở mùa dẫn_dắt đầu_tiên ( 2014-2015 ) . ,Chỉ có 149% CĐV tin rằng khả_năng Van_Gaal đoạt chức vô_địch Ngoại_hạng Anh ở mùa giải đầu_tiên ( 2014-2015 ) . ,1
Đa_số người được hỏi cho rằng Man_Utd sẽ trở_lại top 4 một_cách nhanh_chóng ( 487% ) . ,Số_đông người được phỏng_vấn cho rằng Man_Utd sẽ quay trở_lại top 4 một_cách nhanh nhất ( 487% ) . ,1
Đây là nhóm thành_tích được dự Champions_League . ,Đây là nhóm đặc_biệt được tham_dự UEFA_Champions_League . ,1
Một_số không nhỏ ( 126% ) tỏ_ra bi_quan khi chọn khả_năng Man_Utd chỉ giành suất dự Europa_League trong mùa đầu_tiên làm_việc với Van_Gaal . ,Số_lượng không nhỏ ( 126% ) bày_tỏ không tin_tưởng khi cho rằng khả_năng Man_Utd chỉ giành suất dự Europa_League trong mùa đầu_tiên làm_việc với Van_Gaal . ,1
Khoảng 125% suy_đoán rằng nguy_cơ đội chủ sân Old_Trafford lập lại kỉ_niệm buồn dưới thời David_Moyes đó là xếp ngoài nhóm giành quyền tham_dự Cup châu Âu . ,Khoảng 125% nghiêng về nguy_cơ đội chủ sân Old_Trafford lập lại thành_tích buồn dưới thời David_Moyes là xếp ngoài nhóm giành quyền dự Cup châu Âu . ,1
Có 59% CĐV tỏ_ra đặc_biệt lạc_quan với niềm tin rằng Van_Gaal sẽ giành cú đúp Ngoại_hạng Anh và FA_Cup ở mùa sắp tới . ,Có 59% CĐV bày_tỏ rất lạc_quan với tin_tưởng rằng Van_Gaal sẽ giành cú ăn hai Ngoại_hạng Anh và FA_Cup trong mùa sắp tới . ,1
53% còn_lại chọn phương_án giành một trong hai danh_hiệu FA_Cup hoặc Capital_One_Cup . ,Hai danh_hiệu FA_Cup hoặc Capital_One_Cup là hai thành_tích mà 53% còn_lại cho rằng MU sẽ giành được. ,1
Van_Gaal đang sở_hữu một bảng thành_tích đồ_sộ . ,Bảng thành_tích của Van_Gaal không kém gì bất_kỳ huấn_luyện_viên nào . ,1
Ông từng vô_địch quốc_gia với cả bốn CLB là Ajax_Barcelona_AZ_Alkmaar và Bayern_Munichs giành Champions_League 1995 và vào chung_kết giải đấu này năm 2010 . ,Ông từng giành chức vô_địch quốc_gia với cả bốn CLB là Ajax_Barcelona_AZ_Alkmaar và Bayern_Munichs và giành Champions_League 1995 và đi tới chung_kết giải đấu này năm 2010 . ,1
Tháng 7 này Van_Gaal vừa kết_thúc hợp_đồng dẫn_dắt tuyển Hà_Lan bằng vị_trí thứ ba tại World_Cup . ,Tháng 7 này Van_Gaal vừa kết_thúc nhiệm_kỳ dẫn_dắt tuyển Hà_Lan bằng tấm huy_chương đồng World_Cup . ,1
Sự có_mặt của Van_Gaal tại giải Ngoại_hạng Anh đồng_nghĩa với ảnh_hưởng ngày_càng tăng của HLV ngoại_quốc . ,Sự có_mặt của Van_Gaal tại giải Ngoại_hạng Anh giống với việc ảnh_hưởng ngày_càng tăng của HLV nước_ngoài . ,1
Hiện ba đội hàng_đầu khác là Arsenal Chelsea và Man_City cũng thuê HLV đến từ bên ngoài Vương_quốc Anh . ,Ba đội hàng_đầu khác là Arsenal Chelsea và Man_City cũng sử_dụng HLV đến từ bên ngoài Vương_quốc Anh . ,1
Lực_lượng ly_khai miền đông Ukraine tuyên_bố đã tìm thấy hộp_đen của MH17 và đồng_ý chuyển nó tới Nga trong khi Tổng_thống Mỹ Barack_Obama yêu_cầu giữ nguyên_vị trí các bằng_chứng liên_quan đến phi_cơ để phục_vụ điều_tra . ,Sau vụ_việc này không_phận ở khu_vực miền đông Ukraine đều đã bị giới_hạn với các loại phi_cơ dân_sự cho đến khi thông_tin chi_tiết và chính_thức được xác_minh . ,0
Chuyến bay số_hiệu MH17 của Hãng hàng_không Malaysia_Airlines ( MAS ) khởi_hành từ Amsterdam_Hà_Lan về Kuala_Lumpur và mất liên_lạc ở trên không_phận Ukraine . ,Chuyến bay số_hiệu MH17 của Hãng hàng_không Malaysia_Airlines ( MAS ) xuất_phát từ Amsterdam Hà_Lan về Kuala_Lumpur và không_thể liên_lạc ở trên không_phận Ukraine . ,1
Trong khi đó hãng tin RIA_Novosti cho_biết phe ly_khai còn thông_báo sẵn_sàng hợp_tác và đang có ý_định tuyên_bố lệnh ngừng_bắn kéo dài ba ngày ở khu_vực miền đông để hỗ_trợ quá_trình tìm_kiếm ở hiện_trường . ,Phe ly_khai tuyên_bố sẵn_sàng hợp_tác và đang có ý_định tuyên_bố lệnh ngừng_bắn kéo dài ba ngày ở khu_vực miền đông để trợ_giúp quá_trình tìm_kiếm ở hiện_trường . ,1
Charlton cho_biết việc máy_bay bay trên khu_vực của các nước đang có nội_chiến và nguy_cơ bùng_nổ chiến_tranh không phải là điều bất_thường . ,Charlton cho_biết việc máy_bay bay trên khu_vực của các nước đang có xung_đột nội_bộ và có nguy_cơ bùng_nổ chiến_tranh không phải là điều ngạc_nhiên . ,1
Việc xác_định tổ_chức nào sẽ tiếp_nhận hộp_đen là quan_trọng bởi tổ_chức đó sẽ kiểm_soát được quá_trình công_bố dữ_liệu và mọi thông_tin trên khoang trước khi máy_bay gặp nạn . ,Việc xác_định tổ_chức nào sẽ tiếp_nhận hộp_đen là cần_thiết bởi tổ_chức đó sẽ kiểm_tra được quá_trình công_bố dữ_liệu và tất_cả thông_tin trên khoang trước khi máy_bay gặp nạn . ,1
Trước đó MAS cũng khẳng_định tuyên_bố trên của Tổ_chức Hàng_không Dân_dụng Quốc_tế tuyên_bố là an_toàn . ,Trước đó MAS cũng phát_biểu tuyên_bố trên của Tổ_chức Hàng_không Dân_dụng Quốc_tế tuyên_bố là hợp_lý . ,1
Chuyến bay MH17 của Malaysia_Airlines khởi_hành từ Amsterdam_Hà_Lan tới Kuala_Lumpur bị bắn hạ và không_thể liên_lạc khi bay qua khu_vực miền đông Ukraine chiều 17/7 . ,Chuyến bay số_hiệu MH17 của Hãng hàng_không Malaysia_Airlines ( MAS ) khởi_hành từ Amsterdam_Hà_Lan về Kuala_Lumpur và mất liên_lạc ở trên không_phận Ukraine . ,1
Carl_Thayer : Hai toan_tính của Trung_Quốc khi dời giàn khoan . ,Tình_hình Biển Đông hôm_nay : Toan_tính thực_sự của Trung_Quốc khi dời giàn khoan . ,0
Chuyên_gia hàng_đầu về Biển Đông_Carl_Thayer nhận_định việc Trung_Quốc dịch_chuyển giàn khoan Hải_Dương 981 về đảo Hải_Nam có hai mục_tiêu gồm ngăn Việt_Nam kiện ra tòa quốc_tế và ngăn Việt_Nam bắt_tay với các nước khác . ,Một trong những chuyên_gia hàng_đầu về Biển Đông_Carl_Thayer cho rằng việc Trung_Quốc dịch_chuyển giàn khoan Hải_Dương 981 về đảo Hải_Nam có hai mục_đích gồm ngăn Việt_Nam kiện ra tòa quốc_tế và ngăn Việt_Nam bắt_tay với các nước khác . ,1
Trao_đổi với VnExpress Giáo_sư Carl_Thayer_Học_viện Quốc_phòng Australia cho rằng việc Trung_Quốc tuyên_bố đưa giàn khoan Hải_Dương 981 ra khỏi Hoàng_Sa là vì nước này muốn tránh những rủi_ro khi duy_trì hơn một trăm tàu_thuyền trong lúc cơn bão Rammasun ( Thần_Sấm ) đang đi vào Biển Đông . ,Giáo_sư Carl_Thayer thuộc Học_viện Quốc_phòng Australia cho rằng việc Trung_Quốc thực_hiện đưa giàn khoan Hải_Dương 981 ra khỏi Hoàng_Sa là vì nước này muốn tránh những thiệt_hại khi vẫn có hơn một trăm tàu_thuyền trong lúc cơn bão Rammasun ( Thần_Sấm ) đang di_chuyển vào Biển Đông . ,1
Khi đưa giàn khoan vào đặt trái_phép hồi tháng 5 phía Trung_Quốc nói nó sẽ hoạt_động đến 15/8 . ,"Câu hỏi chính là họ đặt ở đâu "" và khẳng_định "" Trung_Quốc đóng các giàn khoan dầu để tìm dầu_khí và sẽ sử_dụng nó để khai_thác cho nền kinh_tế nước này . ",0
Giàn khoan Hải_Dương 981 sẽ trở_lại Biển Đông sau mùa bão . ,Ông Thayer nhấn_mạnh Giàn khoan Hải_Dương 981 sẽ được dịch_chuyển quay lại Biển Đông sau mùa bão . ,1
Với việc dời giàn khoan Trung_Quốc không cần triển_khai các tàu_thuyền ở khu_vực này nữa . ,"Hành_động Trung_Quốc rút giàn khoan Hải_Dương 981 khỏi thềm_lục_địa Việt_Nam ẩn_chứa nhiều toan_tính của nước này và rõ_ràng Trung_Quốc không hề từ_bỏ giấc mộng "" bá_chủ Biển Đông "" . ",0
Quyết_định dịch_chuyển giàn khoan của Trung_Quốc cho_thấy tính_toán của Bắc_Kinh đó là hoàn_thành các hoạt_động của giàn khoan trước mùa bão và không buộc hoạt_động của Hải_Dương 981 với một cam_kết không thời_hạn . ,Thêm vào đó quyết_định dịch_chuyển giàn khoan của Trung_Quốc phản_ánh tính_toán của Bắc_Kinh trong việc hoàn_thành các hoạt_động của giàn khoan trước mùa bão và không buộc hoạt_động của Hải_Dương 981 với một cam_kết vô_hạn . ,1
"Tuy_nhiên giàn khoan Hải_Dương 981 sẽ được tiếp_tục sử_dụng như một vũ_khí của Trung_Quốc để "" tiếp_tục cuộc tấn_công về chính_trị "" ","Giàn khoan Hải_Dương 981 sẽ được tiếp_tục sử_dụng như một mục_đích của Trung_Quốc để "" duy_trì cuộc tấn_công về chính_trị "" . ",1
Theo giáo_sư sau khi giàn khoan dời đi một lúc nào đó Trung_Quốc và Việt_Nam sẽ bắt_đầu những thảo_luận tìm cách cải_thiện quan_hệ song_phương . ,Cũng theo giáo_sư sau khi giàn khoan dịch_chuyển đi Trung_Quốc và Việt_Nam sẽ bắt_đầu những bàn_bạc tìm cách nâng_cao quan_hệ song_phương . ,1
Nói cách khác động_thái dịch_chuyển giàn khoan của Trung_Quốc sẽ giúp nước này biện_hộ rằng tranh_chấp ở Biển Đông chỉ liên_quan đến hai nước và loại_trừ sự tham_gia của bất_kỳ nước bên ngoài nào . ,Mặt_khác động_thái di_chuyển giàn khoan của Trung_Quốc sẽ giúp nước này ngụy biện rằng tranh_chấp ở Biển Đông chỉ liên_quan đến hai nước mà không có sự tham_gia của bất_kỳ nước bên ngoài nào . ,1
